# t,i_Ls,i_Lc1,i_Lc2_,i_HF1,i_HF2,t_shifted
0.0100012909999479,5.962158700462043,0.032223301514938574,-1.0755656836065934,6.172,30.008,1.2809999994003314
0.0100012919999479,5.958158700462043,0.03322330151493855,-1.0735656836065934,6.168,29.98,1.281999999399805
0.0100012929999479,5.953158700462043,0.03422330151493855,-1.0725656836065935,6.164,29.952,1.2829999994010133
0.0100012939999479,5.948158700462043,0.03622330151493855,-1.0705656836065935,6.161,29.925,1.283999999400487
0.0100012949999479,5.9431587004620425,0.03722330151493855,-1.0685656836065935,6.157,29.897,1.2849999993999606
0.0100012959999479,5.939158700462043,0.03822330151493855,-1.0665656836065935,6.153,29.869,1.2859999994011688
0.0100012969999479,5.934158700462043,0.03922330151493855,-1.0645656836065935,6.15,29.842,1.2869999994006425
0.0100012979999479,5.930158700462043,0.04022330151493855,-1.0625656836065935,6.146,29.814,1.2879999994001161
0.0100012989999479,5.925158700462043,0.041223301514938554,-1.0605656836065935,6.143,29.786,1.2889999993995898
0.0100012999999479,5.920158700462043,0.042223301514938555,-1.0585656836065935,6.139,29.759,1.2899999994007982
0.0100013009999479,5.916158700462043,0.043223301514938556,-1.0565656836065935,6.135,29.731,1.2909999994002719
0.0100013019999479,5.911158700462043,0.04422330151493856,-1.0545656836065935,6.132,29.703,1.2919999993997455
0.0100013029999479,5.906158700462043,0.04522330151493856,-1.0535656836065934,6.128,29.676,1.292999999400954
0.0100013039999479,5.901158700462043,0.04622330151493856,-1.0515656836065934,6.124,29.648,1.2939999994004276
0.0100013049999479,5.897158700462043,0.04722330151493856,-1.0495656836065934,6.121,29.621,1.2949999993999013
0.0100013059999479,5.892158700462043,0.04822330151493856,-1.0475656836065934,6.117,29.593,1.2959999994011095
0.0100013069999479,5.888158700462043,0.04922330151493856,-1.0455656836065934,6.113,29.565,1.2969999994005832
0.0100013079999479,5.883158700462043,0.05022330151493856,-1.0435656836065934,6.11,29.538,1.2979999994000568
0.0100013089999479,5.878158700462043,0.05122330151493856,-1.0415656836065934,6.106,29.51,1.2989999993995305
0.0100013099999479,5.873158700462043,0.052223301514938564,-1.0395656836065934,6.102,29.482,1.2999999994007387
0.0100013109999479,5.869158700462043,0.053223301514938565,-1.0375656836065934,6.099,29.455,1.3009999994002124
0.0100013119999479,5.864158700462043,0.054223301514938566,-1.0355656836065934,6.095,29.427,1.301999999399686
