Label,Inductance,Deviation,Volume,Losses,Core Type
5306,0.0005592094662650568,17.154153145917515,2.3350800864957557e-05,2.7657055250012936,PQ 32/20
5307,0.0005592094662650568,17.154153145917515,2.3350800864957557e-05,2.7657055250012936,PQ 32/20
5308,0.0005592094662650568,17.154153145917515,2.3350800864957557e-05,2.7657055250012936,PQ 32/20
5309,0.0005592094662650568,17.154153145917515,2.3350800864957557e-05,2.7657055250012936,PQ 32/20
5326,0.0006004565875746325,11.04346850746186,3.108037022658705e-05,2.733998927539181,PQ 35/35
5374,0.0006081520557747745,9.903399144477858,2.7506248397888617e-05,2.4239311921752495,PQ 35/35
5398,0.0006776840706995875,0.3976401036425832,2.7506248397888617e-05,2.6136946156457226,PQ 35/35
5479,0.0006466089414994359,4.206082740824311,2.2483158260258385e-05,2.2506674030878493,PQ 35/35
5481,0.000594908868364102,11.86535283494786,2.3350800864957557e-05,2.8412727541339917,PQ 32/20
5482,0.000594908868364102,11.86535283494786,2.3350800864957557e-05,2.8412727541339917,PQ 32/20
5483,0.000594908868364102,11.86535283494786,2.3350800864957557e-05,2.8412727541339917,PQ 32/20
5484,0.000594908868364102,11.86535283494786,2.3350800864957557e-05,2.8412727541339917,PQ 32/20
5507,0.0006704776672933422,0.6699752158011664,2.7506248397888617e-05,2.5896946943846157,PQ 35/35
5518,0.0005955714932531343,11.767186184720844,3.108037022658705e-05,2.6813518893533104,PQ 35/35
5531,0.0006069513403430476,10.081282912141104,2.2483158260258385e-05,2.113066767571862,PQ 35/35
5546,0.0005749978969195927,14.81512638228257,2.0627460811361245e-05,2.485312105565617,PQ 32/20
5547,0.0005749978969195927,14.81512638228257,2.0627460811361245e-05,2.485312105565617,PQ 32/20
5548,0.0005749978969195927,14.81512638228257,2.0627460811361245e-05,2.485312105565617,PQ 32/20
5549,0.0005749978969195927,14.81512638228257,2.0627460811361245e-05,2.485312105565617,PQ 32/20
5578,0.0006087895250429804,9.808959252891793,2.0627460811361245e-05,2.602153222336119,PQ 32/20
5579,0.0006087895250429804,9.808959252891793,2.0627460811361245e-05,2.602153222336119,PQ 32/20
5580,0.0006087895250429804,9.808959252891793,2.0627460811361245e-05,2.602153222336119,PQ 32/20
5581,0.0006087895250429804,9.808959252891793,2.0627460811361245e-05,2.602153222336119,PQ 32/20
5590,0.0006643576347071849,1.576646710046688,2.7506248397888617e-05,2.577485568236841,PQ 35/35
5631,0.000561409380321037,16.82823995243896,2.7506248397888617e-05,2.309947069584183,PQ 35/35
5650,0.0006021382042669717,10.794340108596787,2.7506248397888617e-05,2.4146011887821563,PQ 35/35
5665,0.0006526118673916801,3.3167603864177733,2.3350800864957557e-05,3.069138065924319,PQ 32/20
5666,0.0006526118673916801,3.3167603864177733,2.3350800864957557e-05,3.069138065924319,PQ 32/20
5667,0.0006526118673916801,3.3167603864177733,2.3350800864957557e-05,3.069138065924319,PQ 32/20
5668,0.0006526118673916801,3.3167603864177733,2.3350800864957557e-05,3.069138065924319,PQ 32/20
5672,0.0005557224703366172,17.670745135315972,2.3350800864957557e-05,2.7553820703329595,PQ 32/20
5673,0.0005557224703366172,17.670745135315972,2.3350800864957557e-05,2.7553820703329595,PQ 32/20
5674,0.0005557224703366172,17.670745135315972,2.3350800864957557e-05,2.7553820703329595,PQ 32/20
5675,0.0005557224703366172,17.670745135315972,2.3350800864957557e-05,2.7553820703329595,PQ 32/20
5697,0.0005900746012538516,12.581540554984953,2.3350800864957557e-05,2.8417251436049176,PQ 32/20
5698,0.0005900746012538516,12.581540554984953,2.3350800864957557e-05,2.8417251436049176,PQ 32/20
5699,0.0005900746012538516,12.581540554984953,2.3350800864957557e-05,2.8417251436049176,PQ 32/20
5700,0.0005900746012538516,12.581540554984953,2.3350800864957557e-05,2.8417251436049176,PQ 32/20
5718,0.0006580891178488013,2.5053158742516652,2.7506248397888617e-05,2.5628289842236494,PQ 35/35
5720,0.0006224373850143324,7.787054071950767,3.108037022658705e-05,1.8413666257399144,PQ 35/35
5724,0.0005899604376315139,12.598453684220173,3.108037022658705e-05,2.6556086605694373,PQ 35/35
5727,0.0006141526475457592,9.014422585813461,3.108037022658705e-05,1.8244072917628031,PQ 35/35
5733,0.0006461383216415233,4.275804201255813,2.3350800864957557e-05,3.03618340425142,PQ 32/20
5734,0.0006461383216415233,4.275804201255813,2.3350800864957557e-05,3.03618340425142,PQ 32/20
5735,0.0006461383216415233,4.275804201255813,2.3350800864957557e-05,3.03618340425142,PQ 32/20
5736,0.0006461383216415233,4.275804201255813,2.3350800864957557e-05,3.03618340425142,PQ 32/20
